ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
3093,2,"C & S PIZZERIA, INC.",PETE'S PIZZERIA,5845-5849 W MONTROSE AVE,CHICAGO,IL,60634,38,11,16,1475,Consumption on Premises - Incidental Activity,2240046,RENEW,09/10/2017,10/16/2017,10/15/2019,09/11/2017,AAI,41.960284232,-87.773961252,"(41.960284231502094, -87.77396125248593)"
372358,1,"SUNSTONE SAINT CLAIR LESSEE, INC.",HYATT CENTRIC CHICAGO MAGNIFICENT MILE,633 N ST CLAIR ST 1-17,CHICAGO,IL,60611,2,35,18,1475,Consumption on Premises - Incidental Activity,2153688,RENEW,05/24/2016,06/16/2016,06/15/2018,05/25/2016,AAI,41.893475358,-87.622574674,"(41.89347535770077, -87.6225746735784)"
378796,1,"SECTOR 2337, LLC",SECTOR 2337,2337 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,10,14,1475,Consumption on Premises - Incidental Activity,2232673,RENEW,09/19/2017,10/16/2017,10/15/2019,09/20/2017,AAI,41.923759969,-87.698516079,"(41.92375996879354, -87.69851607944803)"
54620,1,"THE HIDDEN COVE, INC.",THE HIDDEN COVE,5338 N LINCOLN AVE 1,CHICAGO,IL,60625,40,1,20,1471,Late Hour,37593,RENEW,09/01/2017,09/16/2017,09/15/2019,09/14/2017,AAI,41.978854032,-87.692788772,"(41.978854032341516, -87.69278877219502)"
62544,5,HYATT CORPORATION,REGENCY CATERERS,151 E WACKER DR  L,CHICAGO,IL,60601,42,44,1,1481,Caterer's Liquor License,1383016,RENEW,08/11/2016,09/16/2016,09/15/2018,08/12/2016,AAI,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)"
409060,1,"BADGER RESTAURANT GROUP, LLC",AURELIO'S PIZZA,3801-3809 N CLARK ST 1,CHICAGO,IL,60613,44,31,19,1050,Public Place of Amusement,2583196,ISSUE,03/27/2018,09/28/2018,07/15/2021,09/28/2018,AAI,41.951175556,-87.659541802,"(41.95117555641557, -87.65954180248546)"
205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,1069171,RENEW,04/10/2018,04/16/2018,07/15/2021,04/11/2018,AAI,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
381872,1,EAST ROOM LTD.,EASY DOES IT,2352-2358 N MILWAUKEE AVE 2,CHICAGO,IL,60647,1,10,14,1050,Public Place of Amusement,2353895,RENEW,12/21/2016,11/16/2016,02/15/2018,12/21/2016,AAI,41.923873095,-87.699162854,"(41.92387309514714, -87.69916285360124)"
14716,1,"TAQUERIA EL AGUILA REAL, INC","TAQUERIA EL AGUILA REAL, INC",3152-3154 W MONTROSE AVE 1,CHICAGO,IL,60618,33,3,17,1475,Consumption on Premises - Incidental Activity,33512,RENEW,12/14/2018,12/16/2018,02/15/2021,12/14/2018,AAI,41.961298162,-87.707952102,"(41.961298161733566, -87.70795210214149)"
18886,1,"DU FLO, INC.",FLO,1434 W CHICAGO AVE 1ST,CHICAGO,IL,60642,27,32,12,1475,Consumption on Premises - Incidental Activity,1069910,RENEW,11/04/2016,11/16/2016,11/15/2018,11/07/2016,AAI,41.896237318,-87.663806719,"(41.89623731823958, -87.66380671932018)"
387694,1,HC WATER TOWER LLC,HARRY CARAY'S SEVENTH INNING STRETCH / CHICAGO SPORTS MUSEUM,835 N MICHIGAN AVE 7 8020,CHICAGO,IL,60611,2,37,18,1475,Consumption on Premises - Incidental Activity,2307901,RENEW,03/04/2016,04/16/2016,03/15/2018,03/08/2016,AAI,41.897740856,-87.623961316,"(41.897740856252504, -87.62396131598219)"
405763,1,ROYAL GARDEN BANQUETS AND CATERING INC,ROYAL GARDEN BANQUETS AND CATERING,2515 N HARLEM AVE,CHICAGO,IL,60707,29,1,25,1475,Consumption on Premises - Incidental Activity,2463327,ISSUE,08/04/2016,10/13/2016,10/15/2018,10/13/2016,AAI,41.925779258,-87.806172346,"(41.92577925845061, -87.80617234627559)"
414930,1,CHARLESTON & DAMEN CORP.,ROYAL GROCER & CO.,2118 N DAMEN AVE 1,CHICAGO,IL,60647,32,34,14,1477,Outdoor Patio,2522262,ISSUE,04/20/2017,08/02/2017,08/15/2019,08/02/2017,AAI,41.920075743,-87.677852128,"(41.92007574253517, -87.67785212775735)"
321310,1,"THE JAZZ SHOWCASE, INC.",JAZZ SHOWCASE,806 S PLYMOUTH CT 1,CHICAGO,IL,60605,4,43,1,1475,Consumption on Premises - Incidental Activity,1879119,RENEW,10/04/2018,10/16/2018,10/15/2020,10/04/2018,AAI,41.872135273,-87.628775896,"(41.87213527343923, -87.628775895523)"
290371,1,"Weather Mark Group, LLC",Weather Mark Tavern,1503 S MICHIGAN AVE,CHICAGO,IL,60605,3,21,1,1475,Consumption on Premises - Incidental Activity,1593658,RENEW,10/15/2018,10/16/2018,10/15/2020,10/16/2018,AAI,41.861831106,-87.62387913,"(41.86183110633302, -87.62387912993134)"
62544,20,HYATT CORPORATION,HYATT REGENCY MCCORMICK PLACE HOTEL,2233 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616,4,6,1,1475,Consumption on Premises - Incidental Activity,63181,RENEW,08/14/2018,09/16/2018,10/15/2020,08/10/2018,AAI,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
406126,1,HAISOUS LLC,HAISOUS,1800-1802 S CARPENTER ST,CHICAGO,IL,60608,25,17,12,1475,Consumption on Premises - Incidental Activity,2464412,ISSUE,08/03/2016,06/19/2017,07/15/2019,06/19/2017,AAI,41.857963127,-87.653357735,"(41.8579631274509, -87.6533577347641)"
355732,1,"POST TIME CATERING, INC.",111TH STREET OTB,11203 S CORLISS AVE 1,CHICAGO,IL,60628,9,37,5,1477,Outdoor Patio,2049804,RENEW,01/12/2017,01/16/2017,01/15/2019,01/13/2017,AAI,41.690742007,-87.600677902,"(41.69074200662608, -87.60067790215122)"
403315,1,LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,CHICAGO,IL,60614,43,49,18,1477,Outdoor Patio,2442921,RENEW,06/21/2018,07/16/2018,07/15/2020,06/22/2018,AAI,41.915249987,-87.634293268,"(41.91524998684686, -87.63429326814013)"
8086,1,YANKEE ZULU INC,YAKZIE'S BAR & GRILL,3710 N CLARK ST,CHICAGO,IL,60613,44,50,19,1470,Tavern,20185,RENEW,06/13/2018,06/16/2018,07/15/2021,06/14/2018,AAI,41.949301154,-87.658375287,"(41.949301153639674, -87.65837528684472)"
29968,1,NEW CELEBRITY LOUNGE INC,NEW CELEBRITY LOUNGE INC,2020-2022 E 83RD ST 1ST,CHICAGO,IL,60617,8,42,4,1472,Music and Dance,24148,RENEW,07/12/2016,07/16/2016,07/15/2018,07/12/2016,AAI,41.744456862,-87.574910022,"(41.74445686220236, -87.57491002150282)"
205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,2088681,RENEW,04/08/2016,04/16/2016,04/15/2018,04/11/2016,AAI,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,1069169,RENEW,04/08/2016,04/16/2016,04/15/2018,04/11/2016,AAI,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
359320,1,"GRG-US CELLULAR FIELD MANAGEMENT COMPANY, LLC",CHISOX BAR & GRILL,320 W 35TH ST 1 & 2,CHICAGO,IL,60616,11,31,9,1477,Outdoor Patio,2079551,RENEW,03/16/2017,04/16/2017,04/15/2019,03/17/2017,AAI,41.831008088,-87.634932486,"(41.83100808816173, -87.63493248572952)"
8970,181,"COMPASS GROUP USA, INC.",HARRY'S CAFE,350 E SUPERIOR ST 1,CHICAGO,IL,60611,2,10,18,1475,Consumption on Premises - Incidental Activity,2601601,ISSUE,06/15/2018,07/26/2018,10/15/2020,07/26/2018,AAI,41.895941873,-87.618536719,"(41.895941873282055, -87.61853671919962)"
52343,1,3733 NORTH HALSTED INC.,THE NORTH END,3733 -3735 N HALSTED ST,CHICAGO,IL,60613,46,24,19,1050,Public Place of Amusement,1093141,RENEW,06/22/2016,06/16/2016,06/15/2018,06/23/2016,AAI,41.950052664,-87.649428152,"(41.950052664237134, -87.64942815211083)"
14314,3,WATER TOWER PLACE RESTAURANTS LIMITED PARTNERSHIP,FOOD LIFE,835 N MICHIGAN AVE  MEZZA,CHICAGO,IL,60611,2,37,18,1050,Public Place of Amusement,31297,RENEW,03/29/2017,05/16/2017,05/15/2019,04/20/2017,AAI,41.897740856,-87.623961316,"(41.897740856252504, -87.62396131598219)"
380272,1,"SYS MORGAN GROUP, INC.",POPCORN ENTERTAINMENT,2002 S WENTWORTH AVE 2ND 1-4,CHICAGO,IL,60616,11,16,9,1475,Consumption on Premises - Incidental Activity,2252237,RENEW,04/13/2016,05/16/2016,05/15/2018,04/14/2016,AAI,41.855281704,-87.631992642,"(41.85528170377401, -87.63199264229414)"
17868,1,"HOT TUNA, INC",DREW'S ON HALSTED,3201 N HALSTED ST 1,CHICAGO,IL,60657,44,37,19,1477,Outdoor Patio,1909354,RENEW,02/21/2017,02/16/2017,02/15/2019,08/11/2017,AAI,41.940037662,-87.649121251,"(41.94003766235826, -87.64912125109214)"
388341,1,"IMCMV CHICAGO, LLC",JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,700 E GRAND AVE 1 FC12,CHICAGO,IL,60611,42,11,18,1475,Consumption on Premises - Incidental Activity,2313696,RENEW,07/15/2016,08/16/2016,07/15/2018,07/18/2016,AAI,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
360006,18,"ROUNDY'S ILLINOIS, LLC",MARIANO'S #8539,3857 S DR MARTIN LUTHER KING JR DR 1,CHICAGO,IL,60653,4,20,2,1475,Consumption on Premises - Incidental Activity,2470446,ISSUE,06/27/2016,10/03/2016,10/15/2018,10/03/2016,AAI,41.823983252,-87.616853891,"(41.82398325151479, -87.61685389078539)"
11583,1,MOY LEE CORP,MOY LEE RESTAURANT,5346 N MILWAUKEE AVE,CHICAGO,IL,60630,45,32,16,1475,Consumption on Premises - Incidental Activity,28854,RENEW,11/04/2017,12/16/2017,12/15/2019,11/06/2017,AAI,41.977763931,-87.769829851,"(41.97776393135019, -87.76982985082259)"
6525,1,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,701 S STATE ST,CHICAGO,IL,60605,4,17,1,1471,Late Hour,14623,RENEW,09/22/2016,10/16/2016,10/15/2018,09/23/2016,AAI,41.873055576,-87.627417813,"(41.87305557644521, -87.62741781254495)"
423641,3,MICHIGAN CERMAK INDIANA LLC,VU ROOFTOP AND BAR,133 E CERMAK RD 22,CHICAGO,IL,60616,3,14,9,1475,Consumption on Premises - Incidental Activity,2570075,ISSUE,05/10/2018,10/11/2018,10/15/2020,10/11/2018,AAI,41.852777218,-87.622385117,"(41.852777217792976, -87.6223851165151)"
376257,2,"OXFORD HOTELS AND RESORTS, LLC",BRUNCH ROOM,127 W HURON ST 1ST,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2384984,RENEW,04/11/2017,05/16/2017,02/15/2018,05/05/2017,AAI,41.894706184,-87.632422292,"(41.894706183704464, -87.63242229170142)"
24192,1,"QUENCHERS, INC.",QUENCHER'S INC,2401-2403 N WESTERN AVE 1ST,CHICAGO,IL,60647,32,24,14,1477,Outdoor Patio,2064820,RENEW,11/02/2017,11/16/2017,11/15/2019,11/03/2017,AAI,41.924942004,-87.687496402,"(41.92494200350331, -87.68749640204432)"
17865,1,"VIPER ROOM, INC.",FROSTY'S,1332 N HALSTED ST  1ST/M,CHICAGO,IL,60622,27,46,18,1471,Late Hour,53772,RENEW,10/31/2018,11/16/2018,07/15/2021,11/01/2018,AAI,41.906038265,-87.648291719,"(41.90603826468031, -87.6482917185286)"
64071,1,909 NORTH MICHIGAN AVENUE CORPORATION,THE WESTIN MICHIGAN AVENUE,909 N MICHIGAN AVE,CHICAGO,IL,60611,2,35,18,1475,Consumption on Premises - Incidental Activity,37662,RENEW,03/07/2017,03/16/2017,03/15/2019,04/20/2017,AAI,41.899539028,-87.623989,"(41.89953902796158, -87.62398900032618)"
420686,1,3848 N. HARLEM TAVERN LLC,SOCIAL JUNKIE,3848 N HARLEM AVE 1,CHICAGO,IL,60634,38,3,16,1470,Tavern,2551380,ISSUE,09/21/2017,12/14/2017,12/15/2019,12/14/2017,AAI,41.950347693,-87.807329446,"(41.95034769269968, -87.80732944580947)"
366992,1,THE STERLING ROOM LLC,TORTOISE CLUB,350 N STATE ST 1,CHICAGO,IL,60654,42,27,18,1475,Consumption on Premises - Incidental Activity,2121290,RENEW,10/24/2018,11/16/2018,11/15/2020,10/25/2018,AAI,41.888895928,-87.628200083,"(41.888895927694364, -87.62820008276263)"
345268,2,KNIFE & TINE LLC,GRAND TRUNK ROAD,1417 W FULLERTON AVE 1ST,CHICAGO,IL,60614,2,26,18,1475,Consumption on Premises - Incidental Activity,2350420,RENEW,08/22/2017,04/16/2017,04/15/2019,08/22/2017,AAI,41.925097198,-87.664077557,"(41.925097198369585, -87.6640775568901)"
385091,5,"GUCKENHEIMER SERVICES, LLC",GUCKENHEIMER @ CNA,333 S WABASH AVE 2,CHICAGO,IL,60604,34,49,1,1481,Caterer's Liquor License,1596886,RENEW,01/26/2016,02/16/2016,02/15/2018,01/27/2016,AAI,41.877450405,-87.625921976,"(41.87745040460004, -87.62592197642603)"
16008,1,"FUN TIMES, INC.",GAMEKEEPERS,345 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,24,18,1472,Music and Dance,40722,RENEW,03/01/2017,04/16/2017,04/15/2019,03/02/2017,AAI,41.918220945,-87.638252446,"(41.918220945312974, -87.63825244587586)"
22845,1,"BEVIAMO, INC.",BEVIAMO,1358 W TAYLOR ST 1ST,CHICAGO,IL,60607,28,28,12,1470,Tavern,77540,RENEW,05/03/2016,05/16/2016,05/15/2018,05/04/2016,AAI,41.869450387,-87.661567854,"(41.8694503870074, -87.66156785401965)"
289144,1,"1021 MONTROSE, L.L.C.",Driftwood,1021 W MONTROSE AVE,CHICAGO,IL,60613,46,9,19,1470,Tavern,1579838,RENEW,06/15/2016,06/16/2016,06/15/2018,06/16/2016,AAI,41.961655309,-87.655649945,"(41.961655308981946, -87.65564994485091)"
23079,2,RA SUSHI CHICAGO CORP.,RA SUSHI,1139 N STATE ST 1ST,CHICAGO,IL,60610,2,23,18,1475,Consumption on Premises - Incidental Activity,78399,RENEW,01/22/2016,02/16/2016,02/15/2018,01/25/2016,AAI,41.903170037,-87.628471639,"(41.90317003710912, -87.62847163882078)"
206313,1,PENINSULA CHICAGO LLC,"PENINSULA CHICAGO, LLC",108 E SUPERIOR ST,CHICAGO,IL,60611,2,48,18,1475,Consumption on Premises - Incidental Activity,2506314,ISSUE,04/02/2018,06/12/2018,07/15/2020,06/12/2018,AAI,41.895839638,-87.624988141,"(41.89583963820686, -87.62498814131581)"
3348,1,DON JUAN # 1 INC,DON JUAN,6730 N NORTHWEST HWY 1ST,CHICAGO,IL,60631,41,5,16,1475,Consumption on Premises - Incidental Activity,5109,RENEW,08/17/2016,08/16/2016,08/15/2018,11/29/2016,AAI,42.003354235,-87.817290362,"(42.003354235019835, -87.8172903624749)"
63921,14,"MARRIOTT INTERNATIONAL, INC.",MARRIOTT MARQUIS CHICAGO,2121 S PRAIRIE AVE 1-40,CHICAGO,IL,60616,3,26,1,1477,Outdoor Patio,2517337,ISSUE,05/30/2017,08/30/2017,09/15/2019,08/30/2017,AAI,41.853650885,-87.620533581,"(41.853650885040594, -87.62053358114167)"
205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,2121212,RENEW,04/08/2016,04/16/2016,04/15/2018,04/11/2016,AAI,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
420686,1,3848 N. HARLEM TAVERN LLC,SOCIAL JUNKIE,3848 N HARLEM AVE 1,CHICAGO,IL,60634,38,3,16,1477,Outdoor Patio,2551381,ISSUE,09/21/2017,12/14/2017,12/15/2019,12/14/2017,AAI,41.950347693,-87.807329446,"(41.95034769269968, -87.80732944580947)"
375,1,TASTE INC,TASTE DISCO & STEAK HOUSE,6331 S LOWE AVE,CHICAGO,IL,60621,20,46,7,1470,Tavern,1891,RENEW,05/03/2018,10/16/2016,10/15/2018,10/14/2016,AAI,41.778854177,-87.640694956,"(41.77885417721719, -87.64069495645147)"
351150,4,"ARAMARK SPORTS AND ENTERTAINMENT SERVICES, LLC",ARAMARK-FIELD MUSEUM,1400 S LAKE SHORE DR GRND &1ST,CHICAGO,IL,60605,4,18,1,1477,Outdoor Patio,2535830,ISSUE,07/13/2017,08/25/2017,09/15/2019,08/25/2017,AAI,41.86403564,-87.619297069,"(41.86403563981369, -87.61929706919213)"
85751,1,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,201 S MICHIGAN AVE,CHICAGO,IL,60604,42,33,1,1477,Outdoor Patio,2220665,RENEW,03/14/2016,04/16/2016,04/15/2018,03/15/2016,AAI,41.879491761,-87.624204389,"(41.87949176069021, -87.62420438882629)"
31769,1,736 N CLARK CORP.,25 DEGREES,736 N CLARK ST,CHICAGO,IL,60610,42,57,18,1470,Tavern,31087,RENEW,02/17/2016,02/16/2016,02/15/2018,02/18/2016,AAI,41.895939669,-87.631378661,"(41.89593966860199, -87.63137866092413)"
3950,3,MART PLAZA CATERING CORPORATION,MERCHANT MARKET,350 N ORLEANS ST 15TH,CHICAGO,IL,60654,42,9,18,1475,Consumption on Premises - Incidental Activity,32390,RENEW,04/18/2018,05/16/2018,05/15/2020,04/19/2018,AAI,41.888741038,-87.637080541,"(41.888741038131876, -87.63708054058772)"
398523,1,"LAS PALMAS OF CHICAGO ON PULASKI, INC.",LAS ISLAS MARIAS,3243 N PULASKI RD 1ST,CHICAGO,IL,60641,30,26,17,1475,Consumption on Premises - Incidental Activity,2398958,RENEW,08/15/2017,08/16/2017,08/15/2019,11/22/2017,AAI,41.940347021,-87.72707113,"(41.94034702113589, -87.7270711304646)"
252370,1,"DBW I I, LLC",TWISTED TAP BAR & PATIO,2913 N LINCOLN AVE 1,CHICAGO,IL,60657,32,8,19,1470,Tavern,1275220,RENEW,02/15/2017,02/16/2017,02/15/2019,02/15/2017,AAI,41.934758383,-87.661574173,"(41.93475838345002, -87.66157417310201)"
306327,1,ECD-GREAT STREET LLC,THE WIT,201 N STATE ST 1-27,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2021838,RENEW,07/18/2016,09/16/2016,09/15/2018,08/18/2016,AAI,41.885778195,-87.627793737,"(41.88577819486805, -87.62779373655565)"
130,1,"THE END ZONE, INC.",END ZONE TAP,10036 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1470,Tavern,695,RENEW,06/23/2017,07/16/2017,07/15/2019,06/26/2017,AAI,41.710776788,-87.681899484,"(41.71077678752738, -87.68189948436464)"
5466,2,"BIG CHICKS, INC.",TWEET,5020 N SHERIDAN RD,CHICAGO,IL,60640,48,40,20,1475,Consumption on Premises - Incidental Activity,1305344,RENEW,05/24/2017,07/16/2017,07/15/2019,05/25/2017,AAI,41.973950993,-87.655091689,"(41.97395099252853, -87.65509168924237)"
24261,1,TOWN OF LAKE POST #.5216,TOWN OF LAKE POST NO.5216,4325 S HONORE ST 1ST,CHICAGO,IL,60609,15,16,9,1473,Not-For-Profit Club,2138,RENEW,01/04/2016,01/16/2016,01/15/2018,01/05/2016,AAI,41.81505503,-87.671066862,"(41.815055029878444, -87.6710668620222)"
218249,6,NORFLO HOLDING CORPORATION,NORMAN'S,1001-1003 E 43RD ST 1ST,CHICAGO,IL,60653,4,5,2,1481,Caterer's Liquor License,1908806,RENEW,11/30/2016,01/16/2017,01/15/2019,12/01/2016,AAI,41.816761721,-87.601787319,"(41.81676172087383, -87.60178731861693)"
32101,1,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,CHICAGO,IL,60602,34,9,1,1475,Consumption on Premises - Incidental Activity,32345,RENEW,03/09/2018,03/16/2018,03/15/2020,03/12/2018,AAI,41.883473122,-87.62772975,"(41.88347312241303, -87.62772975002918)"
360152,1,"THE SCOUT W.H. CHICAGO, INC.",THE SCOUT,1301 S WABASH AVE 1,CHICAGO,IL,60605,3,40,1,1475,Consumption on Premises - Incidental Activity,2084172,RENEW,08/03/2017,08/16/2017,08/15/2019,08/15/2017,AAI,41.865676543,-87.625649842,"(41.865676543319346, -87.62564984178259)"
4282,1,K.C.INC.,GALWAY BAY,500 W DIVERSEY PKWY LL,CHICAGO,IL,60614,44,41,19,1470,Tavern,61125,RENEW,03/01/2017,04/16/2017,04/15/2019,03/02/2017,AAI,41.932976864,-87.64149609,"(41.93297686391123, -87.64149608965117)"
264533,1,"M LOUNGE, INC.",M LOUNGE,1520 S WABASH AVE,CHICAGO,IL,60605,3,54,1,1470,Tavern,1358414,RENEW,10/07/2016,10/16/2016,10/15/2018,10/11/2016,AAI,41.861320477,-87.625835881,"(41.861320476652075, -87.62583588079544)"
85612,11,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1306 S MICHIGAN AVE 1 104,CHICAGO,IL,60605,3,40,1,1050,Public Place of Amusement,2550101,ISSUE,,08/03/2017,10/15/2018,08/03/2017,AAI,41.8655389,-87.624257393,"(41.865538899600786, -87.62425739326504)"
3950,3,MART PLAZA CATERING CORPORATION,MERCHANT MARKET,350 N ORLEANS ST 15TH,CHICAGO,IL,60654,42,9,18,1475,Consumption on Premises - Incidental Activity,32389,RENEW,04/25/2016,05/16/2016,05/15/2018,04/26/2016,AAI,41.888741038,-87.637080541,"(41.888741038131876, -87.63708054058772)"
16491,4,"HARRY'S KINZIE, INC.",HARRY CARAY'S RESTAURANT,33 W KINZIE ST,CHICAGO,IL,60610,42,27,18,1481,Caterer's Liquor License,1223027,RENEW,01/26/2018,02/16/2018,02/15/2020,01/29/2018,AAI,41.889125488,-87.629422489,"(41.88912548800336, -87.62942248880492)"
373358,1,"THE LOCAL, LLC",SOUTHERN CUT BARBECUE,198 E DELAWARE PL,CHICAGO,IL,60611,2,35,18,1475,Consumption on Premises - Incidental Activity,2162509,RENEW,11/07/2016,11/16/2016,11/15/2018,11/08/2016,AAI,41.899351735,-87.621986906,"(41.89935173506942, -87.62198690644685)"
286327,2,BIG BOWL ASIAN LLC,BIG BOWL,60 E OHIO ST,CHICAGO,IL,60611,42,22,18,1475,Consumption on Premises - Incidental Activity,1573667,RENEW,04/27/2017,05/16/2017,05/15/2019,05/08/2017,AAI,41.892625306,-87.6257263,"(41.892625305630155, -87.62572630041991)"
205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,1069172,RENEW,04/08/2016,04/16/2016,04/15/2018,04/11/2016,AAI,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
410223,1,CHESTNUT MARC VENTURE OPERATING LLC,The Chicago Hotel Collection River North,"312 W CHESTNUT ST B,1,2",CHICAGO,IL,60610,27,28,18,1475,Consumption on Premises - Incidental Activity,2588732,ISSUE,05/08/2018,07/13/2018,07/15/2020,07/13/2018,AAI,41.898283405,-87.636364901,"(41.89828340503371, -87.63636490061735)"
319486,1,"CAFE 4539, LLC",GATHER CHICAGO,4539 N LINCOLN AVE 1,CHICAGO,IL,60625,47,45,19,1477,Outdoor Patio,1840839,RENEW,09/14/2017,09/16/2017,09/15/2019,09/15/2017,AAI,41.964272356,-87.685542566,"(41.96427235567267, -87.68554256570745)"
261212,1,"TS2, INC.",HOUNDSTOOTH SALOON,3365-3369 N CLARK ST 1,CHICAGO,IL,60657,44,20,19,1050,Public Place of Amusement,1646675,RENEW,11/14/2018,11/16/2018,11/15/2020,11/15/2018,AAI,41.943457073,-87.653355999,"(41.94345707298264, -87.65335599897453)"
2680,1,"THE LODGE TAVERN, INC.",THE LODGE TAVERN,21 W DIVISION ST 1,CHICAGO,IL,60610,2,29,18,1472,Music and Dance,2176,RENEW,01/25/2016,02/16/2016,02/15/2018,01/26/2016,AAI,41.903817807,-87.629582141,"(41.90381780710421, -87.62958214133575)"
397359,1,"540 WEST MADISON HOSPITALITY GROUP, LLC",SLIGHTLY TOASTED,540 W MADISON ST 1 140,CHICAGO,IL,60661,34,21,1,1481,Caterer's Liquor License,2423374,RENEW,10/04/2017,11/16/2017,09/15/2019,10/05/2017,AAI,41.881966449,-87.641275825,"(41.8819664487557, -87.64127582547708)"
401355,1,"SUN CREST, INC.",DING SHENG,2002 S WENTWORTH AVE 1ST 100-102,CHICAGO,IL,60616,11,16,9,1475,Consumption on Premises - Incidental Activity,2427928,ISSUE,09/22/2015,02/01/2016,02/15/2018,02/01/2016,AAI,41.855281704,-87.631992642,"(41.85528170377401, -87.63199264229414)"
30953,1,MYTH'S INC.,BLUELIGHT,3251 N WESTERN AVE 1ST,CHICAGO,IL,60618,32,19,19,1470,Tavern,28132,RENEW,04/09/2018,05/16/2018,05/15/2020,07/24/2018,AAI,41.940980812,-87.68781207,"(41.94098081229154, -87.68781206980974)"
62491,1,MATTHEW WASHINGTON,WASH'S PLACE,4223 W MADISON ST 1ST,CHICAGO,IL,60624,28,11,11,1470,Tavern,529,RENEW,07/31/2018,08/16/2018,10/15/2020,07/31/2018,AAI,41.880546241,-87.731531342,"(41.88054624098773, -87.73153134233262)"
6126,1,MONSIGNOR MURPHY'S INCORPORATED,MONSIGNOR MURPHY'S,3019 N BROADWAY  1,CHICAGO,IL,60657,44,5,19,1470,Tavern,12801,RENEW,01/11/2017,02/16/2017,02/15/2019,01/12/2017,AAI,41.93708671,-87.644154318,"(41.93708671022796, -87.6441543182686)"
9244,19,TRATTORIA PIZZERIA ROMA INC.,WOODIE'S FLAT,"1535 N WELLS ST BSMT, 1ST, AND 2ND",CHICAGO,IL,60610,2,54,18,1475,Consumption on Premises - Incidental Activity,2328309,RENEW,02/05/2018,02/16/2018,02/15/2020,02/13/2018,AAI,41.910189525,-87.634533167,"(41.91018952506366, -87.63453316663663)"
329994,1,"PICCOLO SOGNO, LLC",PICCOLO SOGNO,462-464 N HALSTED ST,CHICAGO,IL,60642,27,11,12,1475,Consumption on Premises - Incidental Activity,1899279,RENEW,11/01/2018,11/16/2018,11/15/2020,11/02/2018,AAI,41.890862151,-87.647770602,"(41.89086215084652, -87.64777060202886)"
15496,1,TWISTED SPOKE INC,TWISTED SPOKE,501 N OGDEN AVE 1ST,CHICAGO,IL,60642,27,53,12,1477,Outdoor Patio,37847,RENEW,11/14/2016,11/16/2016,11/15/2018,11/15/2016,AAI,41.89103918,-87.658870519,"(41.89103918038821, -87.65887051919977)"
214118,1,"C & C MIDWAY PARTNERS, INC.",LALOS MEXICAN RESTAURANT,5700 S CICERO AVE  TC-09,CHICAGO,IL,60638,13,8,8,1475,Consumption on Premises - Incidental Activity,1167341,RENEW,12/29/2015,01/16/2016,01/15/2018,12/30/2015,AAI,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)"
